hero_id,name,games,win_rate,pick_rate,matches_needed,mde_at_current_n
14,Pudge,15669,0.5136894505073712,0.29123452659752425,33671,1.5825892055465238
26,Lion,14234,0.490726429675425,0.26456265566335824,37065,1.6604483032112223
74,Invoker,11271,0.5104249844734274,0.20949035351845657,46809,1.8659827068637014
35,Sniper,11190,0.4993744414655943,0.20798483327757333,47148,1.87272408602819
128,Snapfire,11117,0.5421426643878744,0.20662800639381435,47458,1.8788626650855926
2,Axe,10724,0.5276016411786647,0.19932344522508458,49197,1.9129800319753543
11,Shadow Fiend,10492,0.4859893252001525,0.19501133786848074,50285,1.9340143783547585
86,Rubick,9934,0.4883229313468895,0.18463997620906286,53109,1.9875898104627296
22,Zeus,9819,0.5222527752316937,0.18250250920040148,53731,1.9991952416897896
25,Lina,9326,0.49785545785974694,0.1733392810676183,56572,2.0513564624468508
30,Witch Doctor,9194,0.518381553186861,0.17088584067506785,57384,2.066029839727723
84,Ogre Magi,8994,0.5027796308650211,0.16716850674696107,58660,2.0888747384865147
27,Shadow Shaman,8926,0.5220703562626037,0.1659046132114048,59107,2.0968163685058023
36,Necrophos,8715,0.5239242685025818,0.16198282591725216,60538,2.1220477091321714
6,Drow Ranger,8670,0.5140715109573241,0.16114642578342814,60852,2.1275476260259607
104,Legion Commander,8502,0.5258762644083745,0.15802386528381845,62054,2.1484650298397456
71,Spirit Breaker,8300,0.5257831325301204,0.1542693580164306,63565,2.174451839849471
8,Juggernaut,8033,0.5105191086767086,0.1493067172224081,65677,2.210293548150578
44,Phantom Assassin,8014,0.5088594958822061,0.14895357049923794,65833,2.212912135345719
7,Earthshaker,7865,0.484297520661157,0.14618415672279841,67080,2.233775256652738
85,Undying,7357,0.5200489329889901,0.13674212854540724,71712,2.309608990552496
21,Windranger,7316,0.46760524876981957,0.13598007509014534,72114,2.3160716524675533
1,Anti-Mage,7231,0.5040796570322224,0.13440020817069998,72962,2.329644528179955
5,Crystal Maiden,7052,0.5235394214407261,0.1310731943050444,74814,2.3590257836071657
67,Spectre,6989,0.5462870224638718,0.12990223411769078,75488,2.36963425457693
20,Vengeful Spirit,6884,0.5268739105171412,0.12795063380543475,76639,2.3876375955296263
101,Skywrath Mage,6815,0.499046221570066,0.12666815360023792,77415,2.399694241704078
97,Magnus,6392,0.4780976220275344,0.11880599234229211,82538,2.477824006506364
42,Wraith King,6381,0.5434884814292431,0.11860153897624624,82681,2.4799588072995786
54,Lifestealer,6135,0.523879380603097,0.11402921824467492,85996,2.5291905818798055
12,Phantom Lancer,6028,0.5072992700729927,0.1120404445931378,87522,2.5515390398259727
31,Lich,5858,0.5268009559576647,0.10888071075424706,90062,2.5882972791025116
75,Silencer,5733,0.5070643642072213,0.10655737704918032,92026,2.616362215412294
64,Jakiro,5673,0.4685351665785299,0.1054421768707483,92999,2.630161689901691
123,Hoodwink,5664,0.4798728813559322,0.1052748968439835,93147,2.6322505016325644
105,Techies,5579,0.5015235705323534,0.10369502992453812,94566,2.6522267975110347
41,Faceless Void,5271,0.4900398406374502,0.0979703356752537,100092,2.728615434203188
48,Luna,5207,0.5024006145573267,0.09678078881825955,101322,2.7453331272532124
135,Dawnbreaker,5171,0.5244633533165732,0.09611166871120033,102028,2.7548729236251606
39,Queen of Pain,4981,0.4583416984541257,0.0925802014794989,105919,2.8069234488118036
93,Slark,4883,0.4915011263567479,0.09075870785472659,108045,2.834950480928205
53,Nature's Prophet,4662,0.4274989274989275,0.08665105386416862,113167,2.901367252352127
29,Tidehunter,4502,0.5122167925366504,0.08367718672168321,117189,2.9524740836313463
99,Bristleback,4482,0.48728246318607765,0.08330545332887253,117712,2.959054154381828
9,Mirana,4189,0.5037001671043209,0.07785955912419612,125945,3.0607908844489002
90,Keeper of the Light,4164,0.5110470701248799,0.07739489238318278,126701,3.069965387623593
47,Viper,4137,0.4699057287889775,0.07689305230288837,127528,3.079967111310607
96,Centaur Warrunner,3996,0.5112612612612613,0.0742723318835731,132028,3.133834805557703
28,Slardar,3989,0.49962396590624214,0.07414222519608936,132260,3.1365832673575387
121,Grimstroke,3903,0.5142198308993082,0.07254377160700345,135174,3.1709512394853707
70,Ursa,3896,0.4686858316221766,0.07241366491951973,135417,3.1737986082428336
40,Venomancer,3848,0.47375259875259873,0.0715215047767741,137106,3.1935322612223835
87,Disruptor,3801,0.48697711128650356,0.070647931303669,138801,3.2132158803198982
60,Night Stalker,3770,0.5275862068965518,0.07007174454481246,139943,3.2263996683752043
37,Warlock,3718,0.49327595481441633,0.0691052377235047,141900,3.2488835617785696
17,Storm Spirit,3568,0.46552690582959644,0.06631723727742463,147865,3.3164726230019563
68,Ancient Apparition,3478,0.5143760782058654,0.06464443700977658,151692,3.359108645004428
18,Sven,3438,0.49592786503781267,0.06390097022415524,153457,3.3785931973152903
34,Tinker,3293,0.46614029760097175,0.061205903126277834,160214,3.452176358913524
63,Weaver,3182,0.4676304211187932,0.05914278279617858,165803,3.5118725932429253
91,Io,3175,0.5244094488188976,0.059012676108694845,166168,3.5157418173884722
110,Phoenix,3120,0.5060897435897436,0.057990409278465486,169097,3.546594550778355
88,Nyx Assassin,3103,0.5227199484369964,0.05767443589457641,170024,3.5562964125538103
19,Tiny,3084,0.4481193255512322,0.05732128917140627,171071,3.567234460533189
106,Ember Spirit,3082,0.4928617780661908,0.0572841158321252,171182,3.5683917142410158
50,Dazzle,2999,0.5275091697232411,0.055741422251960895,175920,3.617433920148004
131,Ring Master,2987,0.4844325410110479,0.05551838221627449,176627,3.624692992171101
100,Tusk,2911,0.45001717622810034,0.05410579532359392,181238,3.671704626587956
107,Earth Spirit,2886,0.498960498960499,0.05364112858258057,182808,3.6875734213649944
56,Clinkz,2783,0.48616600790513836,0.05172670160960559,189574,3.755192771756547
145,Kez,2774,0.4473684210526316,0.051559421582840784,190189,3.761279535759485
108,Underlord,2755,0.505989110707804,0.05120627485967064,191500,3.774227180025227
32,Riki,2751,0.5059978189749182,0.05113192818110851,191779,3.776970078047168
15,Razor,2724,0.4908223201174743,0.0506300881008141,193680,3.795642386692911
114,Monkey King,2719,0.4314086061051857,0.050537154752611425,194036,3.7991307087109205
119,Dark Willow,2683,0.46477823332090945,0.04986803464555221,196639,3.8245337973349023
23,Kunkka,2626,0.4763899466869764,0.048808594476041786,200908,3.865818664867313
129,Mars,2589,0.4843568945538818,0.04812088769934203,203779,3.893344325807714
62,Bounty Hunter,2492,0.5080256821829856,0.04631798074421025,211711,3.9683943302159963
111,Oracle,2465,0.49614604462474643,0.04581614066391584,214030,3.990068739805799
69,Doom,2407,0.4424594931449938,0.04473811382476488,219187,4.037855697505602
83,Treant Protector,2396,0.4895659432387312,0.04453366045871901,220193,4.047113950967296
10,Morphling,2327,0.4800171895143962,0.043251180253522176,226723,4.106677963813631
81,Chaos Knight,2305,0.5188720173535791,0.04284227352143043,228886,4.126229451790903
113,Arc Warden,2304,0.50390625,0.042823686851789895,228986,4.127124803749318
16,Sand King,2299,0.47324923879947806,0.042730753503587224,229484,4.131610322738391
112,Winter Wyvern,2297,0.4980409229429691,0.04269358016430616,229684,4.133408629819295
46,Templar Assassin,2292,0.47731239092495636,0.04260064681610349,230185,4.137914690930413
102,Abaddon,2265,0.5350993377483444,0.042098806735809076,232929,4.162504694254283
98,Timbersaw,2244,0.4523172905525847,0.041708486673357865,235108,4.181936298946065
136,Marci,2226,0.5022461814914645,0.04137392661982826,237010,4.1988103539009485
126,Void Spirit,2225,0.48359550561797754,0.041355339950187725,237116,4.199753800796104
4,Bloodseeker,2187,0.5061728395061729,0.04064904650384744,241236,4.236082873642401
3,Bane,2164,0.5041589648798521,0.040221553102115164,243800,4.258534904644824
45,Pugna,2156,0.4897959183673469,0.04007285974499089,244705,4.266428395949815
33,Enigma,2122,0.49764373232799247,0.03944091297721274,248625,4.300472250755942
73,Alchemist,2068,0.45164410058027077,0.038437232816623916,255118,4.356257791911169
13,Puck,2064,0.4752906976744186,0.03836288613806178,255612,4.36047692877606
59,Huskar,2017,0.45066931085770945,0.03748931266495669,261568,4.410988142865775
76,Outworld Devourer,1963,0.5038206826286297,0.036485632504367864,268764,4.47124728722168
138,Muerta,1912,0.4524058577405858,0.035537712352700646,275933,4.53048707236182
51,Clockwerk,1890,0.48624338624338626,0.0351288056206089,279145,4.556778697879963
43,Death Prophet,1881,0.4635832004253057,0.03496152559384409,280480,4.567667073494141
109,Terrorblade,1810,0.4662983425414365,0.033641872049366195,291482,4.656392188855439
94,Medusa,1782,0.5145903479236813,0.03312144529943125,296062,4.692831811457935
137,Primal Beast,1730,0.4635838150289017,0.03215493847812349,304961,4.762837758068129
49,Dragon Knight,1706,0.5035169988276671,0.03170885840675068,309252,4.796222543506284
38,Beastmaster,1669,0.43678849610545234,0.03102115163005093,316107,4.84909476037066
52,Leshrac,1575,0.5314285714285715,0.02927400468384075,334973,4.991700964775749
120,Pangolier,1573,0.46471710108073744,0.02923683134455968,335399,4.994873320332561
55,Dark Seer,1543,0.49189889825016203,0.028679231255343666,341920,5.043196341615236
57,Omniknight,1524,0.49868766404199477,0.028326084532173525,346183,5.074536211676146
95,Troll Warlord,1424,0.5161516853932584,0.026467417568120145,370494,5.24969225099513
72,Gyrocopter,1415,0.4219081272084806,0.02630013754135534,372850,5.266360922419875
58,Enchantress,1300,0.49538461538461537,0.024162670532693952,405833,5.494360652365817
61,Broodmother,1214,0.47528830313014825,0.022564216943608044,434582,5.6856418101969375
79,Shadow Demon,1178,0.4431239388794567,0.021895096836548826,447863,5.771865392733811
89,Naga Siren,1147,0.4925893635571055,0.02131891007769228,459968,5.849343562730856
155,Largo,1057,0.48344370860927155,0.019646109810044235,499132,6.093282952157049
80,Lone Druid,1037,0.5033751205400193,0.01927437641723356,508759,6.151761095995512
82,Meepo,981,0.48216106014271154,0.018233522917363666,537801,6.324909791070852
92,Visage,865,0.5121387283236994,0.016077469239061747,609922,6.7356697528426155
78,Brewmaster,857,0.49941656942823803,0.015928775881937474,615616,6.76703509012784
77,Lycan,837,0.46714456391875747,0.015557042489126798,630326,6.847406495378926
65,Batrider,692,0.44653179190751446,0.012861975391249395,762403,7.5307077206726465
103,Elder Titan,514,0.5097276264591439,0.009553548195234378,1026425,8.73790422117873
